epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
344,4109.93,0.4617,0.37077,0.99236,0.99702,1,0.995,0.97539,0.26833,0.16303,0.82905,0.0032086,0.0032086,0.0032086
345,4121.93,0.45441,0.3755,0.99287,0.99692,1,0.995,0.97543,0.26851,0.16157,0.82866,0.0031888,0.0031888,0.0031888
346,4133.86,0.4464,0.3654,0.98957,0.9971,1,0.995,0.97468,0.26784,0.16224,0.82798,0.003169,0.003169,0.003169
347,4145.85,0.45205,0.36465,0.99059,0.997,1,0.995,0.97448,0.26765,0.16193,0.82781,0.0031492,0.0031492,0.0031492
348,4157.95,0.451,0.35802,0.98372,0.99709,1,0.995,0.97364,0.2677,0.16171,0.82807,0.0031294,0.0031294,0.0031294
349,4169.86,0.4535,0.35204,0.98872,0.99699,1,0.995,0.97227,0.2685,0.16125,0.82843,0.0031096,0.0031096,0.0031096
350,4181.8,0.44906,0.36599,0.9876,0.99701,1,0.995,0.97217,0.26681,0.16045,0.82701,0.0030898,0.0030898,0.0030898
351,4193.9,0.45228,0.36952,0.9888,0.99704,1,0.995,0.97219,0.26655,0.16079,0.82704,0.00307,0.00307,0.00307
352,4205.84,0.44872,0.35495,0.98927,0.997,1,0.995,0.97217,0.26592,0.16072,0.82688,0.0030502,0.0030502,0.0030502
353,4217.72,0.45056,0.3754,0.98518,0.99693,1,0.995,0.97357,0.26546,0.16084,0.82661,0.0030304,0.0030304,0.0030304
354,4229.69,0.44632,0.35965,0.98791,0.9971,1,0.995,0.97428,0.26448,0.1592,0.82614,0.0030106,0.0030106,0.0030106
355,4241.59,0.44544,0.35309,0.98183,0.99711,1,0.995,0.97447,0.26424,0.15837,0.82596,0.0029908,0.0029908,0.0029908
356,4253.52,0.43865,0.3506,0.98422,0.99722,1,0.995,0.97518,0.26397,0.15875,0.82595,0.002971,0.002971,0.002971
357,4265.56,0.44107,0.33519,0.99008,0.99723,1,0.995,0.97341,0.26409,0.15965,0.82552,0.0029512,0.0029512,0.0029512
358,4277.49,0.44572,0.35816,0.98634,0.99728,1,0.995,0.974,0.26313,0.15824,0.825,0.0029314,0.0029314,0.0029314
359,4289.38,0.45066,0.35971,0.99066,0.99743,1,0.995,0.97463,0.26166,0.15774,0.82425,0.0029116,0.0029116,0.0029116
360,4301.39,0.4479,0.35735,0.98247,0.9975,0.99998,0.995,0.9752,0.26082,0.15644,0.82402,0.0028918,0.0028918,0.0028918
361,4313.27,0.44405,0.35971,0.98596,0.99747,0.99978,0.995,0.97504,0.26102,0.15814,0.82416,0.002872,0.002872,0.002872
362,4325.19,0.43712,0.35274,0.98555,0.99751,0.99993,0.995,0.97321,0.26148,0.15838,0.82435,0.0028522,0.0028522,0.0028522
363,4337.24,0.4495,0.35704,0.99235,0.99744,0.99998,0.995,0.97533,0.26166,0.1582,0.8246,0.0028324,0.0028324,0.0028324
364,4349.25,0.44187,0.34571,0.98708,0.99736,0.99998,0.995,0.97473,0.26122,0.15749,0.82432,0.0028126,0.0028126,0.0028126
365,4361.24,0.44673,0.34796,0.98602,0.99743,0.99997,0.995,0.97546,0.26158,0.15681,0.82439,0.0027928,0.0027928,0.0027928
366,4373.39,0.44962,0.35558,0.98649,0.99753,1,0.995,0.97549,0.2617,0.15563,0.82483,0.002773,0.002773,0.002773
367,4385.31,0.45071,0.36857,0.99024,0.9974,1,0.995,0.97528,0.26193,0.15604,0.82459,0.0027532,0.0027532,0.0027532
368,4397.24,0.44442,0.34616,0.98419,0.99744,1,0.995,0.97603,0.26132,0.1556,0.82419,0.0027334,0.0027334,0.0027334
369,4409.23,0.43669,0.34327,0.9808,0.99737,1,0.995,0.9757,0.26135,0.15696,0.82421,0.0027136,0.0027136,0.0027136
370,4421.22,0.44123,0.34512,0.98716,0.99739,1,0.995,0.97451,0.26095,0.15621,0.82383,0.0026938,0.0026938,0.0026938
371,4433.22,0.4281,0.33977,0.98153,0.99735,1,0.995,0.97582,0.26004,0.15509,0.82358,0.002674,0.002674,0.002674
372,4445.22,0.43976,0.34581,0.98511,0.9974,1,0.995,0.97669,0.25859,0.15547,0.8229,0.0026542,0.0026542,0.0026542
373,4457.32,0.44068,0.35537,0.98656,0.99735,1,0.995,0.97639,0.25711,0.15708,0.82204,0.0026344,0.0026344,0.0026344
374,4469.26,0.43585,0.3469,0.97822,0.99732,1,0.995,0.97767,0.25647,0.15579,0.82159,0.0026146,0.0026146,0.0026146
375,4481.19,0.43798,0.34511,0.97634,0.99728,1,0.995,0.97688,0.25657,0.1568,0.82155,0.0025948,0.0025948,0.0025948
376,4493.2,0.43395,0.34261,0.98442,0.99744,1,0.995,0.97842,0.25553,0.15624,0.82097,0.002575,0.002575,0.002575
377,4505.14,0.43739,0.35054,0.98447,0.99735,1,0.995,0.97902,0.25487,0.15617,0.8206,0.0025552,0.0025552,0.0025552
378,4517.06,0.4333,0.34366,0.97502,0.99734,1,0.995,0.97943,0.25429,0.15558,0.82037,0.0025354,0.0025354,0.0025354
379,4529.07,0.43527,0.34838,0.98147,0.99736,1,0.995,0.97854,0.25412,0.15531,0.82019,0.0025156,0.0025156,0.0025156
380,4540.99,0.42663,0.33724,0.97335,0.99742,1,0.995,0.97981,0.25376,0.15568,0.81997,0.0024958,0.0024958,0.0024958
381,4553.06,0.43599,0.33759,0.97672,0.99747,1,0.995,0.97819,0.25337,0.15551,0.81975,0.002476,0.002476,0.002476
382,4565.04,0.43429,0.34328,0.98363,0.99737,1,0.995,0.97863,0.2537,0.15581,0.81993,0.0024562,0.0024562,0.0024562
383,4577.01,0.43237,0.34651,0.97406,0.99737,1,0.995,0.97884,0.25223,0.15621,0.81949,0.0024364,0.0024364,0.0024364
384,4589.08,0.43226,0.34454,0.97918,0.99731,1,0.995,0.97972,0.25195,0.15581,0.81934,0.0024166,0.0024166,0.0024166
385,4601.08,0.43648,0.34486,0.97913,0.99728,1,0.995,0.98059,0.25117,0.15497,0.81903,0.0023968,0.0023968,0.0023968
386,4613.08,0.43413,0.33768,0.98227,0.99697,1,0.995,0.98107,0.25036,0.15472,0.81871,0.002377,0.002377,0.002377
387,4625.05,0.42979,0.33948,0.97772,0.99675,1,0.995,0.97995,0.25024,0.15439,0.81878,0.0023572,0.0023572,0.0023572
388,4636.96,0.43073,0.33407,0.98061,0.99668,1,0.995,0.98044,0.24926,0.1531,0.81839,0.0023374,0.0023374,0.0023374
389,4649.1,0.42622,0.34525,0.97561,0.99646,1,0.995,0.98099,0.24808,0.15266,0.81779,0.0023176,0.0023176,0.0023176
390,4661.03,0.42547,0.33479,0.97358,0.99653,1,0.995,0.9807,0.24785,0.15239,0.81774,0.0022978,0.0022978,0.0022978
391,4672.93,0.42792,0.33939,0.98099,0.99673,1,0.995,0.98085,0.24774,0.15368,0.81774,0.002278,0.002278,0.002278
392,4685.05,0.42579,0.33133,0.97111,0.99683,1,0.995,0.98043,0.24803,0.15361,0.81775,0.0022582,0.0022582,0.0022582
393,4696.96,0.4269,0.3302,0.97583,0.99689,1,0.995,0.97922,0.2486,0.15239,0.81777,0.0022384,0.0022384,0.0022384
394,4708.89,0.41643,0.32194,0.97714,0.99691,1,0.995,0.97767,0.24846,0.15234,0.81747,0.0022186,0.0022186,0.0022186
395,4721.05,0.43631,0.34745,0.9912,0.99709,1,0.995,0.97758,0.24736,0.15123,0.81702,0.0021988,0.0021988,0.0021988
396,4733.01,0.41562,0.33135,0.97219,0.99719,1,0.995,0.97872,0.24668,0.15144,0.81709,0.002179,0.002179,0.002179
397,4745.09,0.4242,0.33746,0.97409,0.99719,1,0.995,0.97924,0.24623,0.15254,0.81701,0.0021592,0.0021592,0.0021592
398,4757.21,0.41753,0.32486,0.97545,0.99723,1,0.995,0.97898,0.246,0.15237,0.81691,0.0021394,0.0021394,0.0021394
399,4769.16,0.42116,0.3322,0.97325,0.99722,1,0.995,0.97991,0.24671,0.15193,0.8172,0.0021196,0.0021196,0.0021196
400,4781.37,0.42157,0.32929,0.97619,0.99725,1,0.995,0.98014,0.24672,0.15137,0.81711,0.0020998,0.0020998,0.0020998
401,4793.42,0.42093,0.32641,0.98042,0.99727,1,0.995,0.97967,0.24681,0.15096,0.81733,0.00208,0.00208,0.00208
402,4805.33,0.42616,0.33759,0.98437,0.99731,1,0.995,0.98067,0.2466,0.15116,0.81725,0.0020602,0.0020602,0.0020602
403,4817.25,0.41744,0.32844,0.97262,0.99735,1,0.995,0.98004,0.24661,0.15097,0.81723,0.0020404,0.0020404,0.0020404
404,4829.49,0.41948,0.33244,0.97659,0.99725,1,0.995,0.97986,0.24694,0.15048,0.81728,0.0020206,0.0020206,0.0020206
405,4841.71,0.42867,0.33864,0.98461,0.99721,1,0.995,0.98053,0.24629,0.15,0.81689,0.0020008,0.0020008,0.0020008
406,4853.61,0.42034,0.33604,0.97492,0.99725,1,0.995,0.98015,0.24559,0.14887,0.81641,0.001981,0.001981,0.001981
1,13.283,1.03496,4.36147,1.47714,0.02341,0.59215,0.0525,0.03878,1.0168,3.57318,1.61969,0.00330247,0.00330247,0.00330247
2,26.0057,0.95202,3.73482,1.37625,0.19891,0.37515,0.19731,0.15272,0.87304,2.71169,1.4243,0.00662266,0.00662266,0.00662266
3,38.7439,1.02622,3.28215,1.41278,0.26534,0.38077,0.31671,0.23403,0.95772,2.66491,1.53159,0.00992966,0.00992966,0.00992966
4,51.4373,1.06722,3.05799,1.42924,0.35607,0.40189,0.3501,0.244,1.06832,2.68112,1.64678,0.0099406,0.0099406,0.0099406
5,64.103,1.04277,2.81728,1.39545,0.26513,0.30546,0.22962,0.14524,1.41425,2.73926,1.96129,0.0099208,0.0099208,0.0099208
6,76.8418,1.05858,2.66475,1.39706,0.43525,0.59614,0.49574,0.34885,1.05535,2.09735,1.55071,0.009901,0.009901,0.009901
7,89.443,0.99611,2.40978,1.3438,0.56558,0.70219,0.70696,0.55568,0.80671,1.56181,1.31949,0.0098812,0.0098812,0.0098812
8,102.045,0.98651,2.22939,1.32673,0.67401,0.65806,0.73769,0.57569,0.80606,1.40049,1.31936,0.0098614,0.0098614,0.0098614
9,114.626,0.95913,2.11799,1.29677,0.64402,0.70948,0.77496,0.62347,0.73849,1.26601,1.24525,0.0098416,0.0098416,0.0098416
10,127.239,0.94857,1.98825,1.28159,0.72828,0.70992,0.82561,0.66129,0.78024,1.26038,1.283,0.0098218,0.0098218,0.0098218
11,139.816,0.94686,1.92538,1.28745,0.785,0.72672,0.85233,0.68735,0.74913,1.15679,1.2529,0.009802,0.009802,0.009802
12,152.415,0.925,1.82038,1.28535,0.82577,0.81145,0.89247,0.72308,0.76823,0.95966,1.27355,0.0097822,0.0097822,0.0097822
13,164.984,0.90955,1.73478,1.26903,0.85628,0.83988,0.91467,0.75658,0.6858,0.86353,1.18044,0.0097624,0.0097624,0.0097624
14,177.554,0.9067,1.66914,1.26579,0.78399,0.7941,0.88198,0.71651,0.75087,1.07276,1.24905,0.0097426,0.0097426,0.0097426
15,190.115,0.88019,1.59525,1.23338,0.89511,0.86764,0.94396,0.79381,0.63971,0.80487,1.1387,0.0097228,0.0097228,0.0097228
16,202.662,0.89795,1.5875,1.25566,0.89133,0.90092,0.96449,0.80726,0.65882,0.70855,1.15291,0.009703,0.009703,0.009703
17,215.201,0.8756,1.47973,1.23306,0.84826,0.88691,0.94988,0.79097,0.66282,0.7691,1.15607,0.0096832,0.0096832,0.0096832
18,227.741,0.86002,1.39767,1.20892,0.87668,0.8618,0.95229,0.79132,0.67668,0.75928,1.1705,0.0096634,0.0096634,0.0096634
19,240.285,0.86629,1.38164,1.23297,0.84586,0.81143,0.91262,0.7539,0.71118,0.86405,1.18363,0.0096436,0.0096436,0.0096436
20,252.831,0.87628,1.396,1.23411,0.93744,0.91297,0.97566,0.83028,0.62898,0.60853,1.13791,0.0096238,0.0096238,0.0096238
21,265.373,0.84672,1.29713,1.2091,0.92892,0.92364,0.97879,0.83952,0.61475,0.61414,1.10129,0.009604,0.009604,0.009604
22,277.963,0.8382,1.26902,1.20122,0.90716,0.92483,0.97447,0.83009,0.61829,0.62664,1.11506,0.0095842,0.0095842,0.0095842
23,290.479,0.83051,1.26504,1.19949,0.91752,0.93074,0.96701,0.82628,0.61825,0.59048,1.1047,0.0095644,0.0095644,0.0095644
24,303.015,0.82084,1.24979,1.19689,0.95185,0.94388,0.98422,0.84739,0.60104,0.5441,1.08942,0.0095446,0.0095446,0.0095446
25,315.561,0.81628,1.20252,1.18564,0.94999,0.95826,0.98668,0.85112,0.59449,0.52343,1.08696,0.0095248,0.0095248,0.0095248
26,328.097,0.82101,1.1867,1.19757,0.93918,0.91796,0.98054,0.84177,0.59679,0.55737,1.08791,0.009505,0.009505,0.009505
27,340.616,0.81792,1.15017,1.18174,0.92886,0.93994,0.98476,0.84584,0.58696,0.55656,1.08204,0.0094852,0.0094852,0.0094852
28,353.124,0.79198,1.16518,1.18182,0.96624,0.96129,0.98842,0.85734,0.58032,0.49952,1.07121,0.0094654,0.0094654,0.0094654
29,365.642,0.81182,1.14083,1.18172,0.97173,0.96908,0.99066,0.85612,0.58574,0.46995,1.08116,0.0094456,0.0094456,0.0094456
30,378.32,0.80277,1.12492,1.18058,0.95739,0.9518,0.98902,0.85868,0.57152,0.50029,1.0703,0.0094258,0.0094258,0.0094258
31,390.821,0.79948,1.11237,1.17077,0.9689,0.96356,0.98979,0.85968,0.57979,0.46595,1.07073,0.009406,0.009406,0.009406
32,403.354,0.7878,1.10957,1.17877,0.95038,0.94102,0.98326,0.83899,0.6174,0.52213,1.1012,0.0093862,0.0093862,0.0093862
33,415.862,0.80275,1.0699,1.18025,0.93917,0.93261,0.9778,0.84125,0.60888,0.53294,1.09667,0.0093664,0.0093664,0.0093664
34,428.388,0.79392,1.06585,1.17276,0.95769,0.97439,0.98938,0.85711,0.58387,0.4593,1.08354,0.0093466,0.0093466,0.0093466
35,440.923,0.78907,1.07589,1.18302,0.97038,0.97025,0.99147,0.86459,0.56876,0.441,1.06688,0.0093268,0.0093268,0.0093268
36,453.46,0.77478,1.05133,1.16568,0.94867,0.9569,0.99093,0.86673,0.56498,0.45435,1.05306,0.009307,0.009307,0.009307
37,465.961,0.75171,0.97229,1.14248,0.96976,0.97475,0.99229,0.86128,0.56814,0.41352,1.05508,0.0092872,0.0092872,0.0092872
38,478.455,0.77555,1.03678,1.16714,0.97465,0.98013,0.9935,0.87512,0.54775,0.41603,1.03765,0.0092674,0.0092674,0.0092674
39,490.966,0.76193,0.98879,1.15003,0.97324,0.98608,0.99286,0.87226,0.55783,0.40281,1.05246,0.0092476,0.0092476,0.0092476
40,503.465,0.76618,0.99034,1.15636,0.96681,0.98151,0.99187,0.87209,0.55233,0.41187,1.04851,0.0092278,0.0092278,0.0092278
41,515.955,0.76199,0.95723,1.16439,0.97152,0.97942,0.99259,0.87115,0.55474,0.39905,1.04283,0.009208,0.009208,0.009208
42,528.452,0.75239,0.96073,1.15169,0.97113,0.97705,0.99253,0.8697,0.56051,0.40978,1.05533,0.0091882,0.0091882,0.0091882
43,540.96,0.75406,0.94333,1.15518,0.97669,0.98557,0.99354,0.87064,0.56885,0.41141,1.04668,0.0091684,0.0091684,0.0091684
44,553.465,0.77281,0.97371,1.16692,0.98164,0.97399,0.99342,0.87162,0.54524,0.38914,1.03636,0.0091486,0.0091486,0.0091486
45,565.978,0.75639,0.95945,1.15172,0.97963,0.9719,0.99281,0.88212,0.52679,0.37792,1.02098,0.0091288,0.0091288,0.0091288
46,578.507,0.74111,0.90004,1.13993,0.97698,0.98864,0.99341,0.87945,0.53695,0.36901,1.03449,0.009109,0.009109,0.009109
47,591.017,0.75008,0.91534,1.1405,0.98661,0.98147,0.99455,0.87751,0.5363,0.3687,1.02986,0.0090892,0.0090892,0.0090892
48,603.541,0.75397,0.93129,1.14559,0.98089,0.98908,0.99482,0.88724,0.51291,0.35708,1.00856,0.0090694,0.0090694,0.0090694
49,616.073,0.74377,0.89642,1.14183,0.9925,0.99272,0.99458,0.88443,0.51391,0.3403,1.00682,0.0090496,0.0090496,0.0090496
50,628.598,0.73273,0.88162,1.13308,0.97451,0.97377,0.99338,0.88005,0.5272,0.37107,1.02196,0.0090298,0.0090298,0.0090298
51,641.137,0.72792,0.86712,1.14128,0.98699,0.99538,0.99494,0.88589,0.51412,0.33714,1.0043,0.00901,0.00901,0.00901
52,653.799,0.72228,0.86125,1.12952,0.98895,0.99401,0.99478,0.87828,0.53119,0.33569,1.03486,0.0089902,0.0089902,0.0089902
53,666.311,0.73497,0.88449,1.13642,0.98813,0.99469,0.99494,0.88821,0.51719,0.33247,1.01678,0.0089704,0.0089704,0.0089704
54,678.839,0.72578,0.85748,1.12457,0.98299,0.99485,0.99444,0.88475,0.51912,0.34399,1.01363,0.0089506,0.0089506,0.0089506
55,691.371,0.71963,0.84684,1.12248,0.98101,0.9887,0.99471,0.88972,0.50387,0.33563,1.00351,0.0089308,0.0089308,0.0089308
56,703.904,0.72083,0.85525,1.12921,0.99134,0.99149,0.99498,0.88517,0.51492,0.33143,1.00711,0.008911,0.008911,0.008911
57,716.407,0.73256,0.85934,1.14033,0.97805,0.99412,0.99459,0.88787,0.50697,0.32991,1.00596,0.0088912,0.0088912,0.0088912
58,728.909,0.70794,0.84022,1.11771,0.98698,0.98988,0.99408,0.88432,0.50592,0.33125,0.99946,0.0088714,0.0088714,0.0088714
59,741.386,0.71783,0.83704,1.12777,0.98775,0.98408,0.99445,0.88327,0.5172,0.34825,1.01455,0.0088516,0.0088516,0.0088516
60,753.907,0.71681,0.85091,1.13184,0.99002,0.99216,0.99496,0.88996,0.50729,0.3173,1.0034,0.0088318,0.0088318,0.0088318
61,766.442,0.70631,0.79592,1.11515,0.99106,0.9816,0.99492,0.88961,0.50804,0.33085,1.00623,0.008812,0.008812,0.008812
62,778.981,0.69919,0.80161,1.11587,0.98683,0.98956,0.99477,0.89053,0.50448,0.32541,1.00323,0.0087922,0.0087922,0.0087922
63,791.523,0.70413,0.80916,1.11449,0.99344,0.98985,0.99495,0.89324,0.50149,0.3146,0.9924,0.0087724,0.0087724,0.0087724
64,804.047,0.70597,0.79042,1.12349,0.98605,0.99652,0.995,0.8909,0.50026,0.31917,0.99026,0.0087526,0.0087526,0.0087526
65,816.58,0.69881,0.78624,1.11354,0.99168,0.99274,0.995,0.8951,0.48663,0.30976,0.98457,0.0087328,0.0087328,0.0087328
66,829.107,0.68517,0.78911,1.10388,0.99289,0.99378,0.99496,0.89693,0.48697,0.30997,0.98433,0.008713,0.008713,0.008713
67,841.632,0.69911,0.78276,1.11877,0.99193,0.99357,0.9945,0.89282,0.48958,0.30486,0.98884,0.0086932,0.0086932,0.0086932
68,854.14,0.70649,0.78624,1.11891,0.99057,0.99606,0.99496,0.88886,0.51132,0.31312,1.00187,0.0086734,0.0086734,0.0086734
69,866.658,0.68482,0.77097,1.1157,0.99307,0.99626,0.99485,0.89084,0.50588,0.30872,0.99337,0.0086536,0.0086536,0.0086536
70,879.17,0.69284,0.76545,1.10599,0.98836,0.99821,0.9948,0.89356,0.4882,0.31165,0.98686,0.0086338,0.0086338,0.0086338
71,891.683,0.69091,0.78886,1.11122,0.98485,0.99367,0.99461,0.89213,0.49612,0.31692,0.99249,0.008614,0.008614,0.008614
72,904.208,0.69752,0.78544,1.11828,0.98918,0.99772,0.99493,0.89115,0.49576,0.30727,0.99149,0.0085942,0.0085942,0.0085942
73,916.73,0.69139,0.74624,1.10715,0.98954,0.99299,0.99494,0.89505,0.48746,0.30062,0.9862,0.0085744,0.0085744,0.0085744
74,929.255,0.68131,0.76552,1.10006,0.99103,0.99345,0.99486,0.89937,0.47543,0.29551,0.97286,0.0085546,0.0085546,0.0085546
75,941.774,0.69367,0.75599,1.11196,0.99003,0.9918,0.99483,0.89524,0.48566,0.2982,0.97585,0.0085348,0.0085348,0.0085348
76,954.289,0.68797,0.75432,1.10203,0.97957,0.99728,0.99486,0.88203,0.50639,0.30666,1.00568,0.008515,0.008515,0.008515
77,966.807,0.68066,0.73405,1.10221,0.9887,0.99493,0.99498,0.89679,0.47573,0.30034,0.97482,0.0084952,0.0084952,0.0084952
78,979.333,0.69214,0.76025,1.11451,0.99109,0.99348,0.99493,0.90187,0.47731,0.29177,0.96589,0.0084754,0.0084754,0.0084754
79,991.859,0.6709,0.74458,1.10114,0.99454,0.99649,0.995,0.89945,0.47245,0.28306,0.9712,0.0084556,0.0084556,0.0084556
80,1004.49,0.68499,0.73253,1.10129,0.98772,0.99595,0.99485,0.89578,0.47571,0.28749,0.97682,0.0084358,0.0084358,0.0084358
81,1016.99,0.67691,0.72497,1.0994,0.99036,0.99456,0.995,0.90042,0.47169,0.28541,0.96655,0.008416,0.008416,0.008416
82,1029.5,0.67623,0.73523,1.10611,0.98805,0.99284,0.99478,0.90135,0.48185,0.28925,0.97824,0.0083962,0.0083962,0.0083962
83,1042,0.67281,0.7293,1.10139,0.98642,0.99581,0.99498,0.89362,0.49491,0.29707,0.98733,0.0083764,0.0083764,0.0083764
84,1054.52,0.66827,0.73171,1.09738,0.99405,0.99722,0.99456,0.9038,0.46445,0.28019,0.96297,0.0083566,0.0083566,0.0083566
85,1067.06,0.67982,0.72151,1.11269,0.99394,0.99767,0.995,0.90453,0.46587,0.27857,0.96961,0.0083368,0.0083368,0.0083368
86,1079.58,0.673,0.71664,1.10133,0.99392,0.9969,0.99479,0.90275,0.47106,0.27811,0.96796,0.008317,0.008317,0.008317
87,1092.1,0.67463,0.71667,1.10304,0.99341,0.99643,0.995,0.90638,0.45588,0.27506,0.96187,0.0082972,0.0082972,0.0082972
88,1104.62,0.67239,0.72122,1.10017,0.98953,0.99631,0.99481,0.90102,0.47173,0.28898,0.97109,0.0082774,0.0082774,0.0082774
89,1117.12,0.66,0.70937,1.09136,0.98517,0.99283,0.99461,0.90281,0.47166,0.29408,0.96928,0.0082576,0.0082576,0.0082576
90,1129.6,0.66848,0.71573,1.09545,0.99337,0.99817,0.995,0.90297,0.46629,0.27408,0.96988,0.0082378,0.0082378,0.0082378
91,1142.1,0.66904,0.7064,1.0963,0.99132,0.99323,0.99472,0.90593,0.45499,0.27078,0.96013,0.008218,0.008218,0.008218
92,1154.61,0.64598,0.67544,1.08733,0.99284,0.99693,0.995,0.90212,0.45867,0.27774,0.96101,0.0081982,0.0081982,0.0081982
93,1167.14,0.67455,0.70119,1.10396,0.99298,0.99406,0.995,0.90835,0.454,0.28048,0.95607,0.0081784,0.0081784,0.0081784
94,1179.66,0.66024,0.69995,1.09272,0.99475,0.99728,0.99457,0.90965,0.44102,0.2637,0.94753,0.0081586,0.0081586,0.0081586
95,1192.19,0.66343,0.68797,1.09242,0.99598,0.99707,0.99489,0.905,0.45173,0.26809,0.9596,0.0081388,0.0081388,0.0081388
96,1204.69,0.66419,0.70124,1.0963,0.99249,0.99481,0.995,0.90289,0.4643,0.28115,0.96683,0.008119,0.008119,0.008119
97,1217.2,0.65603,0.68361,1.09039,0.99363,0.99574,0.99496,0.91208,0.44702,0.2674,0.95081,0.0080992,0.0080992,0.0080992
98,1229.71,0.64485,0.66845,1.08159,0.99032,0.99549,0.995,0.90449,0.45521,0.27264,0.96124,0.0080794,0.0080794,0.0080794
99,1242.22,0.64182,0.68056,1.08655,0.99374,0.99743,0.99487,0.90433,0.46177,0.27516,0.96529,0.0080596,0.0080596,0.0080596
100,1254.72,0.65235,0.68632,1.08553,0.99562,1,0.995,0.90698,0.44929,0.26217,0.95703,0.0080398,0.0080398,0.0080398
101,1267.24,0.64327,0.65641,1.07624,0.98969,0.99694,0.99498,0.90489,0.4477,0.2642,0.94935,0.00802,0.00802,0.00802
102,1279.75,0.64505,0.65703,1.082,0.99365,0.99866,0.995,0.90938,0.44368,0.25953,0.95144,0.0080002,0.0080002,0.0080002
103,1292.23,0.65174,0.67338,1.08934,0.99342,0.99523,0.995,0.91141,0.44302,0.26483,0.94752,0.0079804,0.0079804,0.0079804
104,1304.72,0.63732,0.65159,1.08181,0.99561,0.99643,0.995,0.9109,0.4495,0.26299,0.95014,0.0079606,0.0079606,0.0079606
105,1317.23,0.64912,0.64832,1.09015,0.99468,0.9988,0.995,0.90993,0.44416,0.26016,0.9471,0.0079408,0.0079408,0.0079408
106,1329.76,0.64378,0.63942,1.08096,0.993,0.99873,0.99474,0.90458,0.46083,0.26696,0.96587,0.007921,0.007921,0.007921
107,1342.26,0.64219,0.64936,1.08134,0.99333,0.99394,0.99494,0.91154,0.44218,0.2653,0.95092,0.0079012,0.0079012,0.0079012
108,1354.77,0.63445,0.64023,1.07726,0.9945,0.99949,0.995,0.91285,0.43658,0.25714,0.94377,0.0078814,0.0078814,0.0078814
109,1367.26,0.62415,0.62867,1.07407,0.99389,0.99655,0.995,0.91554,0.43168,0.25551,0.93489,0.0078616,0.0078616,0.0078616
110,1379.88,0.64,0.64734,1.07934,0.99577,0.9988,0.99498,0.91389,0.44015,0.25397,0.95053,0.0078418,0.0078418,0.0078418
111,1392.37,0.63677,0.64332,1.07731,0.99362,0.99596,0.995,0.91465,0.43533,0.25487,0.94292,0.007822,0.007822,0.007822
112,1404.88,0.62898,0.63532,1.06563,0.99467,0.99749,0.995,0.91757,0.42777,0.25004,0.93615,0.0078022,0.0078022,0.0078022
113,1417.39,0.61751,0.62091,1.06835,0.99626,0.99909,0.995,0.91763,0.43413,0.25188,0.9411,0.0077824,0.0077824,0.0077824
114,1429.9,0.63586,0.64202,1.07612,0.99311,0.99794,0.99498,0.91507,0.43009,0.2508,0.93759,0.0077626,0.0077626,0.0077626
115,1442.42,0.6279,0.63691,1.07726,0.99236,0.99626,0.99498,0.91514,0.42918,0.25142,0.93594,0.0077428,0.0077428,0.0077428
116,1454.93,0.62098,0.62643,1.07349,0.99435,0.99925,0.995,0.91844,0.43337,0.25578,0.93791,0.007723,0.007723,0.007723
117,1467.46,0.62509,0.63095,1.06933,0.99551,0.99832,0.995,0.91973,0.42509,0.24644,0.93882,0.0077032,0.0077032,0.0077032
118,1479.98,0.62418,0.61553,1.06844,0.99565,0.99838,0.995,0.9157,0.42768,0.24801,0.93296,0.0076834,0.0076834,0.0076834
119,1492.51,0.63339,0.614,1.07751,0.99533,0.99648,0.995,0.91783,0.42122,0.24392,0.92756,0.0076636,0.0076636,0.0076636
120,1505.02,0.62481,0.60768,1.07004,0.99666,0.99841,0.995,0.92024,0.41812,0.24569,0.93218,0.0076438,0.0076438,0.0076438
121,1517.53,0.62309,0.61375,1.0803,0.99517,0.99962,0.995,0.91535,0.42918,0.24842,0.9365,0.007624,0.007624,0.007624
122,1530.05,0.60844,0.6102,1.0669,0.99344,0.99911,0.99498,0.91839,0.41985,0.24598,0.93581,0.0076042,0.0076042,0.0076042
123,1542.55,0.62655,0.61156,1.07678,0.99638,0.99894,0.995,0.92808,0.40576,0.23605,0.92133,0.0075844,0.0075844,0.0075844
124,1555.06,0.62766,0.62498,1.07052,0.99408,0.99844,0.995,0.92529,0.41294,0.24277,0.92687,0.0075646,0.0075646,0.0075646
125,1567.56,0.62026,0.60308,1.06729,0.9942,0.99916,0.995,0.92135,0.4213,0.24351,0.93706,0.0075448,0.0075448,0.0075448
126,1580.08,0.62816,0.61384,1.06815,0.9954,0.99991,0.995,0.91731,0.42324,0.24241,0.93106,0.007525,0.007525,0.007525
127,1592.59,0.6173,0.60201,1.071,0.99398,0.99591,0.995,0.9123,0.43142,0.24563,0.94148,0.0075052,0.0075052,0.0075052
128,1605.12,0.61825,0.59569,1.06436,0.99521,0.99626,0.995,0.91963,0.42132,0.24841,0.93295,0.0074854,0.0074854,0.0074854
